PA14,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6656.peg.6076,fig|287.6613.peg.6150,fig|287.6611.peg.6056,fig|287.6614.peg.6904,fig|287.6616.peg.6051,fig|287.6612.peg.6273,fig|287.6618.peg.6280,fig|287.6615.peg.6453,fig|287.6617.peg.6102,fig|287.6621.peg.6391,fig|287.6619.peg.5870,fig|287.6622.peg.6044,fig|287.6623.peg.6511,fig|287.6624.peg.6994,fig|287.6625.peg.6055,fig|287.6657.peg.6213,fig|287.6655.peg.5809,fig|287.6631.peg.6529,fig|287.6628.peg.6391,fig|287.6632.peg.5875,fig|287.6629.peg.6516,fig|287.6635.peg.6075,fig|287.6633.peg.6464,fig|287.6634.peg.6961,fig|287.6637.peg.6373,fig|287.6636.peg.6393,fig|287.6620.peg.6460,fig|287.6630.peg.6291,fig|287.6639.peg.6772,fig|287.6638.peg.5879,fig|287.6627.peg.5956
fig|287.6656.peg.6077,fig|287.6613.peg.6151,fig|287.6611.peg.6057,fig|287.6614.peg.6905,fig|287.6616.peg.6052,fig|287.6612.peg.6274,fig|287.6618.peg.6281,fig|287.6615.peg.6454,fig|287.6617.peg.6103,fig|287.6621.peg.6392,fig|287.6619.peg.5871,fig|287.6622.peg.6045,fig|287.6623.peg.6512,fig|287.6624.peg.6995,fig|287.6625.peg.6056,fig|287.6657.peg.6214,fig|287.6655.peg.5810,fig|287.6631.peg.6530,fig|287.6628.peg.6392,fig|287.6632.peg.5876,fig|287.6629.peg.6517,fig|287.6635.peg.6076,fig|287.6633.peg.6465,fig|287.6634.peg.6962,fig|287.6637.peg.6374,fig|287.6636.peg.6394,fig|287.6620.peg.6461,fig|287.6630.peg.6292,fig|287.6639.peg.6773,fig|287.6638.peg.5880,fig|287.6627.peg.5957
fig|287.6656.peg.6078,fig|287.6613.peg.6152,fig|287.6611.peg.6058,fig|287.6614.peg.6906,fig|287.6616.peg.6053,fig|287.6612.peg.6275,fig|287.6618.peg.6282,fig|287.6615.peg.6455,fig|287.6617.peg.6104,fig|287.6621.peg.6393,fig|287.6619.peg.5872,fig|287.6622.peg.6046,fig|287.6623.peg.6513,fig|287.6624.peg.6996,fig|287.6625.peg.6057,fig|287.6657.peg.6215,fig|287.6655.peg.5811,fig|287.6631.peg.6531,fig|287.6628.peg.6393,fig|287.6632.peg.5877,fig|287.6629.peg.6518,fig|287.6635.peg.6077,fig|287.6633.peg.6466,fig|287.6634.peg.6963,fig|287.6637.peg.6375,fig|287.6636.peg.6395,fig|287.6620.peg.6462,fig|287.6630.peg.6293,fig|287.6639.peg.6774,fig|287.6638.peg.5881,fig|287.6627.peg.5958
fig|287.6656.peg.6079,fig|287.6613.peg.6153,fig|287.6611.peg.6059,fig|287.6614.peg.6907,fig|287.6616.peg.6054,fig|287.6612.peg.6276,fig|287.6618.peg.6283,fig|287.6615.peg.6456,fig|287.6617.peg.6105,fig|287.6621.peg.6394,fig|287.6619.peg.5873,fig|287.6622.peg.6047,fig|287.6623.peg.6514,fig|287.6624.peg.6997,fig|287.6625.peg.6058,fig|287.6657.peg.6216,fig|287.6655.peg.5812,fig|287.6631.peg.6532,fig|287.6628.peg.6394,fig|287.6632.peg.5878,fig|287.6629.peg.6519,fig|287.6635.peg.6078,fig|287.6633.peg.6467,fig|287.6634.peg.6964,fig|287.6637.peg.6376,fig|287.6636.peg.6396,fig|287.6620.peg.6463,fig|287.6630.peg.6294,fig|287.6639.peg.6775,fig|287.6638.peg.5882,fig|287.6627.peg.5959
fig|287.6656.peg.6080,fig|287.6613.peg.6154,fig|287.6611.peg.6060,fig|287.6614.peg.6908,fig|287.6616.peg.6055,fig|287.6612.peg.6277,fig|287.6618.peg.6284,fig|287.6615.peg.6457,fig|287.6617.peg.6106,fig|287.6621.peg.6395,fig|287.6619.peg.5874,fig|287.6622.peg.6048,fig|287.6623.peg.6515,fig|287.6624.peg.6998,fig|287.6625.peg.6059,fig|287.6657.peg.6217,fig|287.6655.peg.5813,fig|287.6631.peg.6533,fig|287.6628.peg.6395,fig|287.6632.peg.5879,fig|287.6629.peg.6520,fig|287.6635.peg.6079,fig|287.6633.peg.6468,fig|287.6634.peg.6965,fig|287.6637.peg.6377,fig|287.6636.peg.6397,fig|287.6620.peg.6464,fig|287.6630.peg.6295,fig|287.6639.peg.6776,fig|287.6638.peg.5883,fig|287.6627.peg.5960
fig|287.6656.peg.6081,fig|287.6613.peg.6155,fig|287.6611.peg.6061,fig|287.6614.peg.6909,fig|287.6616.peg.6056,fig|287.6612.peg.6278,fig|287.6618.peg.6285,fig|287.6615.peg.6458,fig|287.6617.peg.6107,fig|287.6621.peg.6396,fig|287.6619.peg.5875,fig|287.6622.peg.6049,fig|287.6623.peg.6516,fig|287.6624.peg.6999,fig|287.6625.peg.6060,fig|287.6657.peg.6218,fig|287.6655.peg.5814,fig|287.6631.peg.6534,fig|287.6628.peg.6396,fig|287.6632.peg.5880,fig|287.6629.peg.6521,fig|287.6635.peg.6080,fig|287.6633.peg.6469,fig|287.6634.peg.6966,fig|287.6637.peg.6378,fig|287.6636.peg.6398,fig|287.6620.peg.6465,fig|287.6630.peg.6296,fig|287.6639.peg.6777,fig|287.6638.peg.5884,fig|287.6627.peg.5961
fig|287.6656.peg.6082,fig|287.6613.peg.6156,fig|287.6611.peg.6062,fig|287.6614.peg.6910,fig|287.6616.peg.6057,fig|287.6612.peg.6279,fig|287.6618.peg.6286,fig|287.6615.peg.6459,fig|287.6617.peg.6108,fig|287.6621.peg.6397,fig|287.6619.peg.5876,fig|287.6622.peg.6050,fig|287.6623.peg.6517,fig|287.6624.peg.7000,fig|287.6625.peg.6061,fig|287.6657.peg.6219,fig|287.6655.peg.5815,fig|287.6631.peg.6535,fig|287.6628.peg.6397,fig|287.6632.peg.5881,fig|287.6629.peg.6522,fig|287.6635.peg.6081,fig|287.6633.peg.6470,fig|287.6634.peg.6967,fig|287.6637.peg.6379,fig|287.6636.peg.6399,fig|287.6620.peg.6466,fig|287.6630.peg.6297,fig|287.6639.peg.6778,fig|287.6638.peg.5885,fig|287.6627.peg.5962
fig|287.6656.peg.6085,fig|287.6613.peg.6157,fig|287.6611.peg.6063,fig|287.6614.peg.6911,fig|287.6616.peg.6059,fig|287.6612.peg.6280,fig|287.6618.peg.6287,fig|287.6615.peg.6460,fig|287.6617.peg.6109,fig|287.6621.peg.6398,fig|287.6619.peg.5877,fig|287.6622.peg.6053,fig|287.6623.peg.6520,fig|287.6624.peg.7001,fig|287.6625.peg.6062,fig|287.6657.peg.6220,fig|287.6655.peg.5816,fig|287.6631.peg.6536,fig|287.6628.peg.6398,fig|287.6632.peg.5882,fig|287.6629.peg.6523,fig|287.6635.peg.6082,fig|287.6633.peg.6471,fig|287.6634.peg.6968,fig|287.6637.peg.6380,fig|287.6636.peg.6400,fig|287.6620.peg.6467,fig|287.6630.peg.6298,fig|287.6639.peg.6779,fig|287.6638.peg.5886,fig|287.6627.peg.5963
fig|287.6656.peg.6086,fig|287.6613.peg.6158,fig|287.6611.peg.6064,fig|287.6614.peg.6912,fig|287.6616.peg.6060,fig|287.6612.peg.6281,fig|287.6618.peg.6288,fig|287.6615.peg.6461,fig|287.6617.peg.6110,fig|287.6621.peg.6399,fig|287.6619.peg.5878,fig|287.6622.peg.6054,fig|287.6623.peg.6521,fig|287.6624.peg.7002,fig|287.6625.peg.6063,fig|287.6657.peg.6222,fig|287.6655.peg.5817,fig|287.6631.peg.6537,fig|287.6628.peg.6399,fig|287.6632.peg.5883,fig|287.6629.peg.6524,fig|287.6635.peg.6083,fig|287.6633.peg.6472,fig|287.6634.peg.6969,fig|287.6637.peg.6381,fig|287.6636.peg.6401,fig|287.6620.peg.6468,fig|287.6630.peg.6299,fig|287.6639.peg.6780,fig|287.6638.peg.5887,fig|287.6627.peg.5964
fig|287.6656.peg.6089,fig|287.6613.peg.6161,fig|287.6611.peg.6067,fig|287.6614.peg.6915,fig|287.6616.peg.6063,fig|287.6612.peg.6284,fig|287.6618.peg.6291,fig|287.6615.peg.6464,fig|287.6617.peg.6113,fig|287.6621.peg.6402,fig|287.6619.peg.5881,fig|287.6622.peg.6058,fig|287.6623.peg.6525,fig|287.6624.peg.7005,fig|287.6625.peg.6066,fig|287.6657.peg.6225,fig|287.6655.peg.5821,fig|287.6631.peg.6540,fig|287.6628.peg.6402,fig|287.6632.peg.5886,fig|287.6629.peg.6527,fig|287.6635.peg.6086,fig|287.6633.peg.6475,fig|287.6634.peg.6972,fig|287.6637.peg.6384,fig|287.6636.peg.6404,fig|287.6620.peg.6471,fig|287.6630.peg.6302,fig|287.6639.peg.6783,fig|287.6638.peg.5890,fig|287.6627.peg.5967
fig|287.6656.peg.6090,fig|287.6613.peg.6162,fig|287.6611.peg.6068,fig|287.6614.peg.6916,fig|287.6616.peg.6064,fig|287.6612.peg.6285,fig|287.6618.peg.6292,fig|287.6615.peg.6465,fig|287.6617.peg.6114,fig|287.6621.peg.6404,fig|287.6619.peg.5882,fig|287.6622.peg.6059,fig|287.6623.peg.6526,fig|287.6624.peg.7006,fig|287.6625.peg.6067,fig|287.6657.peg.6226,fig|287.6655.peg.5822,fig|287.6631.peg.6541,fig|287.6628.peg.6403,fig|287.6632.peg.5887,fig|287.6629.peg.6528,fig|287.6635.peg.6087,fig|287.6633.peg.6476,fig|287.6634.peg.6973,fig|287.6637.peg.6385,fig|287.6636.peg.6405,fig|287.6620.peg.6472,fig|287.6630.peg.6303,fig|287.6639.peg.6784,fig|287.6638.peg.5891,fig|287.6627.peg.5968
fig|287.6656.peg.6091,fig|287.6613.peg.6163,fig|287.6611.peg.6069,fig|287.6614.peg.6917,fig|287.6616.peg.6065,fig|287.6612.peg.6286,fig|287.6618.peg.6293,fig|287.6615.peg.6466,fig|287.6617.peg.6115,fig|287.6621.peg.6405,fig|287.6619.peg.5883,fig|287.6622.peg.6060,fig|287.6623.peg.6527,fig|287.6624.peg.7007,fig|287.6625.peg.6068,fig|287.6657.peg.6227,fig|287.6655.peg.5823,fig|287.6631.peg.6542,fig|287.6628.peg.6404,fig|287.6632.peg.5888,fig|287.6629.peg.6529,fig|287.6635.peg.6088,fig|287.6633.peg.6477,fig|287.6634.peg.6974,fig|287.6637.peg.6386,fig|287.6636.peg.6406,fig|287.6620.peg.6473,fig|287.6630.peg.6304,fig|287.6639.peg.6785,fig|287.6638.peg.5892,fig|287.6627.peg.5969
fig|287.6656.peg.6092,fig|287.6613.peg.6164,fig|287.6611.peg.6070,fig|287.6614.peg.6918,fig|287.6616.peg.6066,fig|287.6612.peg.6287,fig|287.6618.peg.6294,fig|287.6615.peg.6467,fig|287.6617.peg.6116,fig|287.6621.peg.6406,fig|287.6619.peg.5884,fig|287.6622.peg.6061,fig|287.6623.peg.6528,fig|287.6624.peg.7008,fig|287.6625.peg.6069,fig|287.6657.peg.6228,fig|287.6655.peg.5824,fig|287.6631.peg.6543,fig|287.6628.peg.6405,fig|287.6632.peg.5889,fig|287.6629.peg.6530,fig|287.6635.peg.6089,fig|287.6633.peg.6478,fig|287.6634.peg.6975,fig|287.6637.peg.6387,fig|287.6636.peg.6407,fig|287.6620.peg.6474,fig|287.6630.peg.6305,fig|287.6639.peg.6786,fig|287.6638.peg.5893,fig|287.6627.peg.5970
fig|287.6656.peg.6094,fig|287.6613.peg.6166,fig|287.6611.peg.6072,fig|287.6614.peg.6920,fig|287.6616.peg.6068,fig|287.6612.peg.6289,fig|287.6618.peg.6296,fig|287.6615.peg.6469,fig|287.6617.peg.6118,fig|287.6621.peg.6408,fig|287.6619.peg.5886,fig|287.6622.peg.6063,fig|287.6623.peg.6530,fig|287.6624.peg.7010,fig|287.6625.peg.6071,fig|287.6657.peg.6230,fig|287.6655.peg.5826,fig|287.6631.peg.6545,fig|287.6628.peg.6407,fig|287.6632.peg.5891,fig|287.6629.peg.6532,fig|287.6635.peg.6091,fig|287.6633.peg.6480,fig|287.6634.peg.6977,fig|287.6637.peg.6389,fig|287.6636.peg.6409,fig|287.6620.peg.6476,fig|287.6630.peg.6307,fig|287.6639.peg.6788,fig|287.6638.peg.5895,fig|287.6627.peg.5972
fig|287.6656.peg.6095,fig|287.6613.peg.6167,fig|287.6611.peg.6073,fig|287.6614.peg.6921,fig|287.6616.peg.6069,fig|287.6612.peg.6290,fig|287.6618.peg.6297,fig|287.6615.peg.6471,fig|287.6617.peg.6119,fig|287.6621.peg.6409,fig|287.6619.peg.5887,fig|287.6622.peg.6064,fig|287.6623.peg.6531,fig|287.6624.peg.7011,fig|287.6625.peg.6072,fig|287.6657.peg.6231,fig|287.6655.peg.5827,fig|287.6631.peg.6546,fig|287.6628.peg.6408,fig|287.6632.peg.5892,fig|287.6629.peg.6533,fig|287.6635.peg.6092,fig|287.6633.peg.6481,fig|287.6634.peg.6978,fig|287.6637.peg.6390,fig|287.6636.peg.6410,fig|287.6620.peg.6477,fig|287.6630.peg.6308,fig|287.6639.peg.6789,fig|287.6638.peg.5896,fig|287.6627.peg.5973
fig|287.6656.peg.6096,fig|287.6613.peg.6168,fig|287.6611.peg.6074,fig|287.6614.peg.6922,fig|287.6616.peg.6070,fig|287.6612.peg.6291,fig|287.6618.peg.6298,fig|287.6615.peg.6472,fig|287.6617.peg.6120,fig|287.6621.peg.6410,fig|287.6619.peg.5888,fig|287.6622.peg.6065,fig|287.6623.peg.6532,fig|287.6624.peg.7012,fig|287.6625.peg.6073,fig|287.6657.peg.6232,fig|287.6655.peg.5828,fig|287.6631.peg.6547,fig|287.6628.peg.6409,fig|287.6632.peg.5893,fig|287.6629.peg.6534,fig|287.6635.peg.6093,fig|287.6633.peg.6482,fig|287.6634.peg.6979,fig|287.6637.peg.6391,fig|287.6636.peg.6411,fig|287.6620.peg.6478,fig|287.6630.peg.6309,fig|287.6639.peg.6790,fig|287.6638.peg.5897,fig|287.6627.peg.5974
fig|287.6656.peg.6097,fig|287.6613.peg.6169,fig|287.6611.peg.6075,fig|287.6614.peg.6923,fig|287.6616.peg.6071,fig|287.6612.peg.6292,fig|287.6618.peg.6299,fig|287.6615.peg.6473,fig|287.6617.peg.6121,fig|287.6621.peg.6411,fig|287.6619.peg.5889,fig|287.6622.peg.6066,fig|287.6623.peg.6533,fig|287.6624.peg.7013,fig|287.6625.peg.6074,fig|287.6657.peg.6233,fig|287.6655.peg.5829,fig|287.6631.peg.6548,fig|287.6628.peg.6410,fig|287.6632.peg.5894,fig|287.6629.peg.6535,fig|287.6635.peg.6094,fig|287.6633.peg.6483,fig|287.6634.peg.6980,fig|287.6637.peg.6392,fig|287.6636.peg.6412,fig|287.6620.peg.6479,fig|287.6630.peg.6310,fig|287.6639.peg.6791,fig|287.6638.peg.5898,fig|287.6627.peg.5975
fig|287.6656.peg.6098,fig|287.6613.peg.6170,fig|287.6611.peg.6076,fig|287.6614.peg.6924,fig|287.6616.peg.6072,fig|287.6612.peg.6293,fig|287.6618.peg.6300,fig|287.6615.peg.6474,fig|287.6617.peg.6122,fig|287.6621.peg.6412,fig|287.6619.peg.5890,fig|287.6622.peg.6067,fig|287.6623.peg.6534,fig|287.6624.peg.7014,fig|287.6625.peg.6075,fig|287.6657.peg.6234,fig|287.6655.peg.5830,fig|287.6631.peg.6549,fig|287.6628.peg.6411,fig|287.6632.peg.5895,fig|287.6629.peg.6536,fig|287.6635.peg.6095,fig|287.6633.peg.6484,fig|287.6634.peg.6981,fig|287.6637.peg.6393,fig|287.6636.peg.6413,fig|287.6620.peg.6480,fig|287.6630.peg.6311,fig|287.6639.peg.6792,fig|287.6638.peg.5899,fig|287.6627.peg.5976
fig|287.6656.peg.6099,fig|287.6613.peg.6171,fig|287.6611.peg.6077,fig|287.6614.peg.6925,fig|287.6616.peg.6073,fig|287.6612.peg.6294,fig|287.6618.peg.6301,fig|287.6615.peg.6475,fig|287.6617.peg.6123,fig|287.6621.peg.6413,fig|287.6619.peg.5891,fig|287.6622.peg.6068,fig|287.6623.peg.6535,fig|287.6624.peg.7015,fig|287.6625.peg.6076,fig|287.6657.peg.6235,fig|287.6655.peg.5831,fig|287.6631.peg.6550,fig|287.6628.peg.6412,fig|287.6632.peg.5896,fig|287.6629.peg.6537,fig|287.6635.peg.6096,fig|287.6633.peg.6485,fig|287.6634.peg.6982,fig|287.6637.peg.6394,fig|287.6636.peg.6414,fig|287.6620.peg.6481,fig|287.6630.peg.6312,fig|287.6639.peg.6793,fig|287.6638.peg.5900,fig|287.6627.peg.5977
fig|287.6656.peg.6101,fig|287.6613.peg.6173,fig|287.6611.peg.6079,fig|287.6614.peg.6927,fig|287.6616.peg.6075,fig|287.6612.peg.6296,fig|287.6618.peg.6303,fig|287.6615.peg.6478,fig|287.6617.peg.6125,fig|287.6621.peg.6415,fig|287.6619.peg.5893,fig|287.6622.peg.6070,fig|287.6623.peg.6537,fig|287.6624.peg.7017,fig|287.6625.peg.6078,fig|287.6657.peg.6237,fig|287.6655.peg.5833,fig|287.6631.peg.6552,fig|287.6628.peg.6414,fig|287.6632.peg.5898,fig|287.6629.peg.6539,fig|287.6635.peg.6098,fig|287.6633.peg.6487,fig|287.6634.peg.6984,fig|287.6637.peg.6396,fig|287.6636.peg.6416,fig|287.6620.peg.6483,fig|287.6630.peg.6314,fig|287.6639.peg.6795,fig|287.6638.peg.5902,fig|287.6627.peg.5979
fig|287.6656.peg.6103,fig|287.6613.peg.6175,fig|287.6611.peg.6081,fig|287.6614.peg.6929,fig|287.6616.peg.6077,fig|287.6612.peg.6298,fig|287.6618.peg.6305,fig|287.6615.peg.6480,fig|287.6617.peg.6127,fig|287.6621.peg.6417,fig|287.6619.peg.5895,fig|287.6622.peg.6072,fig|287.6623.peg.6539,fig|287.6624.peg.7019,fig|287.6625.peg.6080,fig|287.6657.peg.6239,fig|287.6655.peg.5835,fig|287.6631.peg.6554,fig|287.6628.peg.6416,fig|287.6632.peg.5900,fig|287.6629.peg.6541,fig|287.6635.peg.6100,fig|287.6633.peg.6490,fig|287.6634.peg.6986,fig|287.6637.peg.6398,fig|287.6636.peg.6418,fig|287.6620.peg.6485,fig|287.6630.peg.6316,fig|287.6639.peg.6797,fig|287.6638.peg.5904,fig|287.6627.peg.5981
fig|287.6656.peg.6105,fig|287.6613.peg.6184,fig|287.6611.peg.6083,fig|287.6614.peg.6931,fig|287.6616.peg.6079,fig|287.6612.peg.6332,fig|287.6618.peg.6307,fig|287.6615.peg.6482,fig|287.6617.peg.6136,fig|287.6621.peg.6480,fig|287.6619.peg.5897,fig|287.6622.peg.6074,fig|287.6623.peg.6541,fig|287.6624.peg.7021,fig|287.6625.peg.6089,fig|287.6657.peg.6240,fig|287.6655.peg.5837,fig|287.6631.peg.6556,fig|287.6628.peg.6418,fig|287.6632.peg.5902,fig|287.6629.peg.6543,fig|287.6635.peg.6109,fig|287.6633.peg.6492,fig|287.6634.peg.6988,fig|287.6637.peg.6400,fig|287.6636.peg.6420,fig|287.6620.peg.6494,fig|287.6630.peg.6325,fig|287.6639.peg.6799,fig|287.6638.peg.5913,fig|287.6627.peg.5990
fig|287.6656.peg.6106,fig|287.6613.peg.6185,fig|287.6611.peg.6084,fig|287.6614.peg.6932,fig|287.6616.peg.6080,fig|287.6612.peg.6333,fig|287.6618.peg.6308,fig|287.6615.peg.6483,fig|287.6617.peg.6137,fig|287.6621.peg.6481,fig|287.6619.peg.5898,fig|287.6622.peg.6075,fig|287.6623.peg.6542,fig|287.6624.peg.7022,fig|287.6625.peg.6090,fig|287.6657.peg.6241,fig|287.6655.peg.5838,fig|287.6631.peg.6557,fig|287.6628.peg.6419,fig|287.6632.peg.5903,fig|287.6629.peg.6544,fig|287.6635.peg.6110,fig|287.6633.peg.6493,fig|287.6634.peg.6989,fig|287.6637.peg.6401,fig|287.6636.peg.6421,fig|287.6620.peg.6495,fig|287.6630.peg.6326,fig|287.6639.peg.6800,fig|287.6638.peg.5914,fig|287.6627.peg.5991
fig|287.6656.peg.6108,fig|287.6613.peg.6187,fig|287.6611.peg.6086,fig|287.6614.peg.6934,fig|287.6616.peg.6082,fig|287.6612.peg.6335,fig|287.6618.peg.6310,fig|287.6615.peg.6485,fig|287.6617.peg.6139,fig|287.6621.peg.6483,fig|287.6619.peg.5900,fig|287.6622.peg.6077,fig|287.6623.peg.6544,fig|287.6624.peg.7024,fig|287.6625.peg.6092,fig|287.6657.peg.6243,fig|287.6655.peg.5840,fig|287.6631.peg.6559,fig|287.6628.peg.6421,fig|287.6632.peg.5905,fig|287.6629.peg.6546,fig|287.6635.peg.6112,fig|287.6633.peg.6495,fig|287.6634.peg.6991,fig|287.6637.peg.6403,fig|287.6636.peg.6423,fig|287.6620.peg.6497,fig|287.6630.peg.6328,fig|287.6639.peg.6802,fig|287.6638.peg.5916,fig|287.6627.peg.5993
fig|287.6656.peg.6109,fig|287.6613.peg.6188,fig|287.6611.peg.6087,fig|287.6614.peg.6935,fig|287.6616.peg.6083,fig|287.6612.peg.6336,fig|287.6618.peg.6311,fig|287.6615.peg.6486,fig|287.6617.peg.6140,fig|287.6621.peg.6484,fig|287.6619.peg.5901,fig|287.6622.peg.6078,fig|287.6623.peg.6545,fig|287.6624.peg.7025,fig|287.6625.peg.6093,fig|287.6657.peg.6244,fig|287.6655.peg.5841,fig|287.6631.peg.6560,fig|287.6628.peg.6422,fig|287.6632.peg.5906,fig|287.6629.peg.6547,fig|287.6635.peg.6113,fig|287.6633.peg.6496,fig|287.6634.peg.6992,fig|287.6637.peg.6404,fig|287.6636.peg.6424,fig|287.6620.peg.6498,fig|287.6630.peg.6329,fig|287.6639.peg.6803,fig|287.6638.peg.5917,fig|287.6627.peg.5994
fig|287.6656.peg.6110,fig|287.6613.peg.6189,fig|287.6611.peg.6088,fig|287.6614.peg.6936,fig|287.6616.peg.6084,fig|287.6612.peg.6337,fig|287.6618.peg.6312,fig|287.6615.peg.6487,fig|287.6617.peg.6141,fig|287.6621.peg.6485,fig|287.6619.peg.5902,fig|287.6622.peg.6079,fig|287.6623.peg.6546,fig|287.6624.peg.7026,fig|287.6625.peg.6094,fig|287.6657.peg.6245,fig|287.6655.peg.5842,fig|287.6631.peg.6561,fig|287.6628.peg.6423,fig|287.6632.peg.5907,fig|287.6629.peg.6548,fig|287.6635.peg.6114,fig|287.6633.peg.6497,fig|287.6634.peg.6993,fig|287.6637.peg.6405,fig|287.6636.peg.6425,fig|287.6620.peg.6499,fig|287.6630.peg.6330,fig|287.6639.peg.6804,fig|287.6638.peg.5918,fig|287.6627.peg.5995
fig|287.6656.peg.6111,fig|287.6613.peg.6190,fig|287.6611.peg.6089,fig|287.6614.peg.6937,fig|287.6616.peg.6085,fig|287.6612.peg.6338,fig|287.6618.peg.6313,fig|287.6615.peg.6488,fig|287.6617.peg.6142,fig|287.6621.peg.6486,fig|287.6619.peg.5903,fig|287.6622.peg.6080,fig|287.6623.peg.6547,fig|287.6624.peg.7027,fig|287.6625.peg.6095,fig|287.6657.peg.6246,fig|287.6655.peg.5843,fig|287.6631.peg.6562,fig|287.6628.peg.6424,fig|287.6632.peg.5908,fig|287.6629.peg.6549,fig|287.6635.peg.6115,fig|287.6633.peg.6498,fig|287.6634.peg.6994,fig|287.6637.peg.6406,fig|287.6636.peg.6426,fig|287.6620.peg.6500,fig|287.6630.peg.6331,fig|287.6639.peg.6805,fig|287.6638.peg.5919,fig|287.6627.peg.5996
fig|287.6656.peg.6112,fig|287.6613.peg.6191,fig|287.6611.peg.6090,fig|287.6614.peg.6938,fig|287.6616.peg.6086,fig|287.6612.peg.6339,fig|287.6618.peg.6314,fig|287.6615.peg.6489,fig|287.6617.peg.6143,fig|287.6621.peg.6487,fig|287.6619.peg.5904,fig|287.6622.peg.6081,fig|287.6623.peg.6548,fig|287.6624.peg.7028,fig|287.6625.peg.6096,fig|287.6657.peg.6247,fig|287.6655.peg.5844,fig|287.6631.peg.6563,fig|287.6628.peg.6425,fig|287.6632.peg.5909,fig|287.6629.peg.6550,fig|287.6635.peg.6116,fig|287.6633.peg.6499,fig|287.6634.peg.6995,fig|287.6637.peg.6407,fig|287.6636.peg.6427,fig|287.6620.peg.6501,fig|287.6630.peg.6332,fig|287.6639.peg.6806,fig|287.6638.peg.5920,fig|287.6627.peg.5997
fig|287.6656.peg.6113,fig|287.6613.peg.6192,fig|287.6611.peg.6091,fig|287.6614.peg.6939,fig|287.6616.peg.6087,fig|287.6612.peg.6340,fig|287.6618.peg.6315,fig|287.6615.peg.6490,fig|287.6617.peg.6144,fig|287.6621.peg.6488,fig|287.6619.peg.5905,fig|287.6622.peg.6082,fig|287.6623.peg.6549,fig|287.6624.peg.7029,fig|287.6625.peg.6097,fig|287.6657.peg.6248,fig|287.6655.peg.5845,fig|287.6631.peg.6564,fig|287.6628.peg.6426,fig|287.6632.peg.5910,fig|287.6629.peg.6551,fig|287.6635.peg.6117,fig|287.6633.peg.6500,fig|287.6634.peg.6996,fig|287.6637.peg.6408,fig|287.6636.peg.6428,fig|287.6620.peg.6502,fig|287.6630.peg.6333,fig|287.6639.peg.6807,fig|287.6638.peg.5921,fig|287.6627.peg.5998
fig|287.6656.peg.6114,fig|287.6613.peg.6193,fig|287.6611.peg.6092,fig|287.6614.peg.6940,fig|287.6616.peg.6088,fig|287.6612.peg.6341,fig|287.6618.peg.6316,fig|287.6615.peg.6491,fig|287.6617.peg.6145,fig|287.6621.peg.6489,fig|287.6619.peg.5906,fig|287.6622.peg.6083,fig|287.6623.peg.6550,fig|287.6624.peg.7030,fig|287.6625.peg.6098,fig|287.6657.peg.6249,fig|287.6655.peg.5846,fig|287.6631.peg.6565,fig|287.6628.peg.6427,fig|287.6632.peg.5911,fig|287.6629.peg.6552,fig|287.6635.peg.6118,fig|287.6633.peg.6501,fig|287.6634.peg.6997,fig|287.6637.peg.6409,fig|287.6636.peg.6429,fig|287.6620.peg.6503,fig|287.6630.peg.6334,fig|287.6639.peg.6808,fig|287.6638.peg.5922,fig|287.6627.peg.5999
fig|287.6656.peg.6115,fig|287.6613.peg.6194,fig|287.6611.peg.6093,fig|287.6614.peg.6941,fig|287.6616.peg.6089,fig|287.6612.peg.6342,fig|287.6618.peg.6317,fig|287.6615.peg.6492,fig|287.6617.peg.6146,fig|287.6621.peg.6490,fig|287.6619.peg.5907,fig|287.6622.peg.6084,fig|287.6623.peg.6551,fig|287.6624.peg.7031,fig|287.6625.peg.6099,fig|287.6657.peg.6250,fig|287.6655.peg.5847,fig|287.6631.peg.6566,fig|287.6628.peg.6428,fig|287.6632.peg.5912,fig|287.6629.peg.6553,fig|287.6635.peg.6119,fig|287.6633.peg.6502,fig|287.6634.peg.6998,fig|287.6637.peg.6410,fig|287.6636.peg.6430,fig|287.6620.peg.6504,fig|287.6630.peg.6335,fig|287.6639.peg.6809,fig|287.6638.peg.5923,fig|287.6627.peg.6000
