"","ID","locus","Gene"
"8750","",NA,"wecB"
"8751","",NA,"group_237"
"8752","",NA,"pys2"
"8753","",NA,"group_2693"
"8754","",NA,"group_3571"
"8755","",NA,"group_3572"
"8756","",NA,"group_2989"
"8757","",NA,"group_3574"
"8758","",NA,"group_3012"
"8759","",NA,"group_3048"
"8760","",NA,"noc"
"8761","",NA,"copC"
"8762","",NA,"group_3593"
"8763","",NA,"qorB"
"8764","",NA,"group_3129"
"8765","",NA,"group_3165"
"8766","",NA,"group_3656"
"8767","",NA,"group_3189"
"8768","",NA,"group_3659"
"8769","",NA,"group_3247"
"8770","",NA,"group_3271"
"8771","",NA,"group_3319"
"8772","",NA,"group_333"
"8773","",NA,"group_3337"
"8774","",NA,"mshA_1"
"8775","",NA,"group_3343"
"8776","",NA,"group_350"
"8777","",NA,"lptD"
"8778","",NA,"group_3652"
"8779","",NA,"wzzE"
"8780","",NA,"group_3723"
"8781","",NA,"group_3724"
"8782","",NA,"group_3725"
"8783","",NA,"group_3726"
"8784","",NA,"capD"
"8785","",NA,"wbjC"
"8786","",NA,"group_3729"
"8787","",NA,"group_3730"
"8788","",NA,"gnu"
"8789","",NA,"wecA"
"8790","",NA,"group_3689"
"8791","",NA,"lgrD_2"
"8792","",NA,"group_4462"
"8793","",NA,"group_4463"
"8794","",NA,"group_4464"
"8795","",NA,"group_4465"
"8796","",NA,"group_4466"
"8797","",NA,"group_4467"
"8798","",NA,"group_4468"
"8799","",NA,"group_3751"
"8800","",NA,"group_3752"
"8801","",NA,"group_3753"
"8802","",NA,"group_3754"
"8803","",NA,"group_3755"
"8804","",NA,"group_4656"
"8805","",NA,"group_4657"
"8806","",NA,"group_4805"
"8807","",NA,"group_4808"
"8808","",NA,"czcC_1"
"8809","",NA,"group_4815"
"8810","",NA,"group_4818"
"8811","",NA,"group_484"
"8812","",NA,"group_4899"
"8813","",NA,"symE"
"8814","",NA,"group_4968"
"8815","",NA,"group_4969"
"8816","",NA,"merR"
"8817","",NA,"group_5019"
"8818","",NA,"group_5100"
"8819","",NA,"merR1"
"8820","",NA,"kdpB_3"
"8821","",NA,"lspA_2"
"8822","",NA,"group_5151"
"8823","",NA,"group_5157"
"8824","",NA,"group_5161"
"8825","",NA,"group_5197"
"8826","",NA,"group_527"
"8827","",NA,"group_533"
"8828","",NA,"group_4016"
"8829","",NA,"group_4017"
"8830","",NA,"group_567"
"8831","",NA,"group_5683"
"8832","",NA,"group_5687"
"8833","",NA,"group_5688"
"8834","",NA,"group_5689"
"8835","",NA,"group_5690"
"8836","",NA,"group_5691"
"8837","",NA,"group_5692"
"8838","",NA,"group_5693"
"8839","",NA,"group_4242"
"8840","",NA,"group_4243"
"8841","",NA,"group_4244"
"8842","",NA,"group_4245"
"8843","",NA,"group_4246"
"8844","",NA,"group_617"
"8845","",NA,"group_4248"
"8846","",NA,"group_4249"
"8847","",NA,"group_4250"
"8848","",NA,"group_6183"
"8849","",NA,"group_6187"
"8850","",NA,"wbpA"
"8851","",NA,"wbgU_2"
"8852","",NA,"group_6191"
"8853","",NA,"group_6192"
"8854","",NA,"group_6193"
"8855","",NA,"pglA_1"
"8856","",NA,"hlyB"
"8857","",NA,"group_4295"
"8858","",NA,"group_4296"
"8859","",NA,"group_6709"
"8860","",NA,"group_70"
"8861","",NA,"group_8"
"8862","",NA,"xerC_5"
"8863","",NA,"atzF"
"8864","",NA,"group_853"
"8865","",NA,"group_884"
"8866","",NA,"group_888"
"8867","",NA,"group_924"
"8868","",NA,"group_10"
"8869","",NA,"group_4306"
"8870","",NA,"group_113"
"8871","",NA,"group_1136"
"8872","",NA,"aiiA"
"8873","",NA,"group_11724"
"8874","",NA,"group_1396"
"8875","",NA,"flgK"
"8876","",NA,"group_145"
"8877","",NA,"group_1484"
"8878","",NA,"group_1485"
"8879","",NA,"group_1673"
"8880","",NA,"group_1676"
"8881","",NA,"group_1687"
"8882","",NA,"group_4319"
"8883","",NA,"fimD_1"
"8884","",NA,"group_1710"
"8885","",NA,"group_172"
"8886","",NA,"group_1723"
"8887","",NA,"group_1725"
"8888","",NA,"group_174"
"8889","",NA,"group_1755"
"8890","",NA,"group_1775"
"8891","",NA,"group_1779"
"8892","",NA,"kefC_1"
"8893","",NA,"group_4359"
"8894","",NA,"group_1812"
"8895","",NA,"group_1813"
"8896","",NA,"group_1814"
"8897","",NA,"hin_2"
"8898","",NA,"group_1834"
"8899","",NA,"group_1841"
"8900","",NA,"group_1885"
"8901","",NA,"group_1892"
"8902","",NA,"group_4368"
"8903","",NA,"group_4369"
"8904","",NA,"group_2124"
"8905","",NA,"ptxD"
"8906","",NA,"ptxB"
"8907","",NA,"group_258"
"8908","",NA,"group_2724"
"8909","",NA,"group_2879"
"8910","",NA,"group_291"
"8911","",NA,"group_2965"
"8912","",NA,"group_2973"
"8913","",NA,"group_3011"
"8914","",NA,"group_3079"
"8915","",NA,"group_3080"
"8916","",NA,"group_3096"
"8917","",NA,"group_3097"
"8918","",NA,"group_31"
"8919","",NA,"group_3155"
"8920","",NA,"hspA"
"8921","",NA,"group_3169"
"8922","",NA,"trxC"
"8923","",NA,"htpX_3"
"8924","",NA,"group_3184"
"8925","",NA,"group_3185"
"8926","",NA,"group_4432"
"8927","",NA,"group_4433"
"8928","",NA,"group_3265"
"8929","",NA,"group_3266"
"8930","",NA,"group_4479"
"8931","",NA,"group_448"
"8932","",NA,"cspA_4"
"8933","",NA,"group_3378"
"8934","",NA,"group_3382"
"8935","",NA,"yedK"
"8936","",NA,"group_344"
"8937","",NA,"group_355"
"8938","",NA,"group_3643"
"8939","",NA,"group_3644"
"8940","",NA,"group_4496"
"8941","",NA,"group_4498"
"8942","",NA,"group_4254"
"8943","",NA,"group_4255"
"8944","",NA,"group_4389"
"8945","",NA,"group_4455"
"8946","",NA,"group_4482"
"8947","",NA,"group_4499"
"8948","",NA,"viuB"
"8949","",NA,"group_4544"
"8950","",NA,"pupA"
"8951","",NA,"group_4546"
"8952","",NA,"group_4547"
"8953","",NA,"group_4548"
"8954","",NA,"group_4553"
"8955","",NA,"group_46"
"8956","",NA,"group_4623"
"8957","",NA,"group_4672"
"8958","",NA,"group_4819"
"8959","",NA,"yhaV"
"8960","",NA,"group_486"
"8961","",NA,"group_4870"
"8962","",NA,"group_4875"
"8963","",NA,"group_5024"
"8964","",NA,"group_5159"
"8965","",NA,"group_5160"
"8966","",NA,"group_5171"
"8967","",NA,"group_5190"
"8968","",NA,"group_525"
"8969","",NA,"group_5481"
"8970","",NA,"group_5482"
"8971","",NA,"group_4534"
"8972","",NA,"group_4535"
"8973","",NA,"group_4536"
"8974","",NA,"group_4550"
"8975","",NA,"group_4551"
"8976","",NA,"group_6133"
"8977","",NA,"group_6154"
"8978","",NA,"group_6156"
"8979","",NA,"group_6195"
"8980","",NA,"group_6342"
"8981","",NA,"group_6343"
"8982","",NA,"group_6344"
"8983","",NA,"group_6345"
"8984","",NA,"gsiA"
"8985","",NA,"fmdA"
"8986","",NA,"hbpA"
"8987","",NA,"gsiC"
"8988","",NA,"gsiD"
"8989","",NA,"group_6412"
"8990","",NA,"group_6413"
"8991","",NA,"group_463"
"8992","",NA,"group_73"
"8993","",NA,"group_77"
"8994","",NA,"group_812"
"8995","",NA,"group_8141"
"8996","",NA,"group_820"
"8997","",NA,"group_822"
"8998","",NA,"group_836"
"8999","",NA,"group_4645"
"9000","",NA,"group_858"
"9001","",NA,"addA_1"
"9002","",NA,"group_916"
"9003","",NA,"group_917"
"9004","",NA,"group_9172"
"9005","",NA,"group_4662"
"9006","",NA,"group_4663"
"9007","",NA,"group_954"
"9008","",NA,"group_9650"
"9009","",NA,"group_103"
"9010","",NA,"group_11730"
"9011","",NA,"group_475"
"9012","",NA,"group_12128"
"9013","",NA,"group_12207"
"9014","",NA,"group_12689"
"9015","",NA,"group_12691"
"9016","",NA,"mhpA"
"9017","",NA,"group_1305"
"9018","",NA,"group_131"
"9019","",NA,"group_1343"
"9020","",NA,"group_147"
"9021","",NA,"group_1472"
"9022","",NA,"group_1487"
"9023","",NA,"group_150"
"9024","",NA,"group_4842"
"9025","",NA,"group_162"
"9026","",NA,"group_1679"
"9027","",NA,"group_1685"
"9028","",NA,"recD_1"
"9029","",NA,"group_1716"
"9030","",NA,"group_1717"
"9031","",NA,"group_1750"
"9032","",NA,"group_1752"
"9033","",NA,"group_1753"
"9034","",NA,"group_1754"
"9035","",NA,"group_1784"
"9036","",NA,"group_1787"
"9037","",NA,"group_1788"
"9038","",NA,"group_179"
"9039","",NA,"group_1797"
"9040","",NA,"group_1816"
"9041","",NA,"group_5070"
"9042","",NA,"group_1833"
"9043","",NA,"group_1846"
"9044","",NA,"group_1850"
"9045","",NA,"group_5074"
"9046","",NA,"cusA"
"9047","",NA,"group_5077"
"9048","",NA,"group_2444"
"9049","",NA,"group_2446"
"9050","",NA,"group_2723"
"9051","",NA,"topB_2"
"9052","",NA,"group_28"
"9053","",NA,"group_5085"
"9054","",NA,"group_295"
"9055","",NA,"group_2983"
"9056","",NA,"group_3005"
"9057","",NA,"group_3017"
"9058","",NA,"group_3020"
"9059","",NA,"group_3031"
"9060","",NA,"group_3032"
"9061","",NA,"group_3052"
"9062","",NA,"copC_1"
"9063","",NA,"merT_2"
"9064","",NA,"clsA"
"9065","",NA,"group_5191"
"9066","",NA,"group_3186"
"9067","",NA,"group_3199"
"9068","",NA,"group_3200"
"9069","",NA,"group_3201"
"9070","",NA,"group_5265"
"9071","",NA,"group_5267"
"9072","",NA,"group_3242"
"9073","",NA,"group_530"
"9074","",NA,"group_3338"
"9075","",NA,"group_3373"
"9076","",NA,"group_340"
"9077","",NA,"group_35"
"9078","",NA,"group_5325"
"9079","",NA,"group_38"
"9080","",NA,"group_5330"
"9081","",NA,"group_5332"
"9082","",NA,"group_5337"
"9083","",NA,"group_4025"
"9084","",NA,"lcfB_2"
"9085","",NA,"group_5340"
"9086","",NA,"group_4351"
"9087","",NA,"group_44"
"9088","",NA,"group_4537"
"9089","",NA,"group_4538"
"9090","",NA,"group_4582"
"9091","",NA,"group_4619"
"9092","",NA,"group_4620"
"9093","",NA,"group_4621"
"9094","",NA,"group_4622"
"9095","",NA,"group_4627"
"9096","",NA,"group_4669"
"9097","",NA,"group_4749"
"9098","",NA,"group_4751"
"9099","",NA,"group_4864"
"9100","",NA,"group_4866"
"9101","",NA,"group_4878"
"9102","",NA,"group_4897"
"9103","",NA,"group_4985"
"9104","",NA,"group_4988"
"9105","",NA,"group_5014"
"9106","",NA,"group_5021"
"9107","",NA,"group_5022"
"9108","",NA,"comM_2"
"9109","",NA,"group_5113"
"9110","",NA,"group_5158"
"9111","",NA,"group_5165"
"9112","",NA,"group_5192"
"9113","",NA,"group_5243"
"9114","",NA,"group_5248"
"9115","",NA,"group_5258"
"9116","",NA,"group_5262"
"9117","",NA,"group_5266"
"9118","",NA,"group_5373"
"9119","",NA,"group_5374"
"9120","",NA,"group_5375"
"9121","",NA,"group_54"
"9122","",NA,"group_5383"
"9123","",NA,"group_5384"
"9124","",NA,"group_5385"
"9125","",NA,"group_5386"
"9126","",NA,"group_5478"
"9127","",NA,"group_5388"
"9128","",NA,"group_564"
"9129","",NA,"group_568"
"9130","",NA,"group_5694"
"9131","",NA,"group_5754"
"9132","",NA,"group_58"
"9133","",NA,"group_5857"
"9134","",NA,"group_592"
"9135","",NA,"group_615"
"9136","",NA,"group_6179"
"9137","",NA,"group_6339"
"9138","",NA,"group_5410"
"9139","",NA,"group_6589"
"9140","",NA,"mhpE"
"9141","",NA,"group_6811"
"9142","",NA,"group_6812"
"9143","",NA,"kpsU"
"9144","",NA,"group_6814"
"9145","",NA,"group_6815"
"9146","",NA,"group_6816"
"9147","",NA,"group_6979"
"9148","",NA,"group_542"
"9149","",NA,"group_5420"
"9150","",NA,"group_770"
"9151","",NA,"group_783"
"9152","",NA,"group_5423"
"9153","",NA,"group_5436"
"9154","",NA,"group_850"
"9155","",NA,"group_857"
"9156","",NA,"group_863"
"9157","",NA,"group_866"
"9158","",NA,"group_891"
"9159","",NA,"group_909"
"9160","",NA,"group_938"
"9161","",NA,"group_939"
"9162","",NA,"group_964"
"9163","",NA,"group_11002"
"9164","",NA,"group_1115"
"9165","",NA,"group_1130"
"9166","",NA,"group_11554"
"9167","",NA,"group_11564"
"9168","",NA,"group_11573"
"9169","",NA,"group_5471"
"9170","",NA,"group_5472"
"9171","",NA,"group_11717"
"9172","",NA,"group_11723"
"9173","",NA,"group_11728"
"9174","",NA,"group_12129"
"9175","",NA,"group_5477"
"9176","",NA,"group_5479"
"9177","",NA,"group_5486"
"9178","",NA,"group_7268"
"9179","",NA,"group_5488"
"9180","",NA,"ltxD"
"9181","",NA,"group_549"
"9182","",NA,"group_5490"
"9183","",NA,"group_5495"
"9184","",NA,"group_5496"
"9185","",NA,"proS_1"
"9186","",NA,"mdrP_2"
"9187","",NA,"group_5499"
"9188","",NA,"group_55"
"9189","",NA,"group_550"
"9190","",NA,"group_5500"
"9191","",NA,"group_5501"
"9192","",NA,"group_5502"
"9193","",NA,"tycB"
"9194","",NA,"ccr"
"9195","",NA,"group_5507"
"9196","",NA,"group_5508"
"9197","",NA,"group_5509"
"9198","",NA,"group_5510"
"9199","",NA,"group_5513"
"9200","",NA,"ftsH1"
"9201","",NA,"group_5515"
"9202","",NA,"group_7297"
"9203","",NA,"group_7298"
"9204","",NA,"group_7299"
"9205","",NA,"group_5519"
"9206","",NA,"group_552"
"9207","",NA,"group_5520"
"9208","",NA,"group_5521"
"9209","",NA,"group_5522"
"9210","",NA,"group_5523"
"9211","",NA,"group_5524"
"9212","",NA,"group_5525"
"9213","",NA,"group_5526"
"9214","",NA,"group_5527"
"9215","",NA,"group_5528"
"9216","",NA,"group_5529"
"9217","",NA,"group_5530"
"9218","",NA,"group_5531"
"9219","",NA,"group_5532"
"9220","",NA,"group_5535"
"9221","",NA,"group_5536"
"9222","",NA,"group_5537"
"9223","",NA,"group_554"
"9224","",NA,"group_5540"
"9225","",NA,"group_5546"
"9226","",NA,"group_5547"
"9227","",NA,"group_5548"
"9228","",NA,"group_5549"
"9229","",NA,"group_5550"
"9230","",NA,"group_5551"
"9231","",NA,"group_5553"
"9232","",NA,"group_5554"
"9233","",NA,"group_5555"
"9234","",NA,"group_5556"
"9235","",NA,"group_5557"
"9236","",NA,"group_5558"
"9237","",NA,"group_5559"
"9238","",NA,"group_5560"
"9239","",NA,"group_5561"
"9240","",NA,"group_5562"
"9241","",NA,"group_5563"
"9242","",NA,"group_5564"
"9243","",NA,"group_5565"
"9244","",NA,"group_5566"
"9245","",NA,"group_5567"
"9246","",NA,"group_5568"
"9247","",NA,"group_5569"
"9248","",NA,"group_557"
"9249","",NA,"group_5570"
"9250","",NA,"group_5571"
"9251","",NA,"group_5573"
"9252","",NA,"group_5574"
"9253","",NA,"group_5577"
"9254","",NA,"group_5578"
"9255","",NA,"group_5579"
"9256","",NA,"group_5580"
"9257","",NA,"group_5581"
"9258","",NA,"group_5582"
"9259","",NA,"group_5583"
"9260","",NA,"group_5584"
"9261","",NA,"group_5585"
"9262","",NA,"group_5586"
"9263","",NA,"dnaC_1"
"9264","",NA,"group_5588"
"9265","",NA,"group_5589"
"9266","",NA,"group_559"
"9267","",NA,"pphA"
"9268","",NA,"group_5591"
"9269","",NA,"group_5592"
"9270","",NA,"group_5594"
"9271","",NA,"group_5595"
"9272","",NA,"group_5597"
"9273","",NA,"group_7374"
"9274","",NA,"group_7379"
"9275","",NA,"group_3645"
"9276","",NA,"group_560"
"9277","",NA,"group_5600"
"9278","",NA,"group_5601"
"9279","",NA,"group_7384"
"9280","",NA,"group_5603"
"9281","",NA,"group_7386"
"9282","",NA,"group_5605"
"9283","",NA,"group_5606"
"9284","",NA,"group_5607"
"9285","",NA,"group_5608"
"9286","",NA,"group_5609"
"9287","",NA,"group_561"
"9288","",NA,"group_5610"
"9289","",NA,"group_5611"
"9290","",NA,"group_7398"
"9291","",NA,"group_7399"
"9292","",NA,"group_7400"
"9293","",NA,"group_5619"
"9294","",NA,"group_5620"
"9295","",NA,"group_5621"
"9296","",NA,"group_7404"
"9297","",NA,"rclC"
"9298","",NA,"group_5624"
"9299","",NA,"group_7407"
"9300","",NA,"group_7408"
"9301","",NA,"group_7409"
"9302","",NA,"group_5628"
"9303","",NA,"group_7410"
"9304","",NA,"group_563"
"9305","",NA,"group_5630"
"9306","",NA,"group_5631"
"9307","",NA,"group_5632"
"9308","",NA,"group_5633"
"9309","",NA,"group_5634"
"9310","",NA,"group_5635"
"9311","",NA,"group_5636"
"9312","",NA,"group_5637"
"9313","",NA,"radD"
"9314","",NA,"group_5639"
"9315","",NA,"group_5640"
"9316","",NA,"group_5641"
"9317","",NA,"group_5642"
"9318","",NA,"group_5643"
"9319","",NA,"group_5644"
"9320","",NA,"group_7428"
"9321","",NA,"group_5646"
"9322","",NA,"group_5647"
"9323","",NA,"group_5648"
"9324","",NA,"group_5649"
"9325","",NA,"group_5650"
"9326","",NA,"group_5651"
"9327","",NA,"group_5652"
"9328","",NA,"group_5653"
"9329","",NA,"group_7436"
"9330","",NA,"group_5655"
"9331","",NA,"group_5656"
"9332","",NA,"group_5657"
"9333","",NA,"group_5658"
"9334","",NA,"group_5659"
"9335","",NA,"group_566"
"9336","",NA,"group_5660"
"9337","",NA,"group_5661"
"9338","",NA,"group_5662"
"9339","",NA,"group_5663"
"9340","",NA,"group_5664"
"9341","",NA,"group_5666"
"9342","",NA,"group_5667"
"9343","",NA,"group_5668"
"9344","",NA,"group_569"
"9345","",NA,"group_5695"
"9346","",NA,"group_5696"
"9347","",NA,"group_5699"
"9348","",NA,"lgt_2"
"9349","",NA,"thyA_2"
"9350","",NA,"pncA_1"
"9351","",NA,"group_5708"
"9352","",NA,"group_5709"
"9353","",NA,"dhfrIII_2"
"9354","",NA,"group_5711"
"9355","",NA,"yqjC_2"
"9356","",NA,"ilvD_2"
"9357","",NA,"rlmI_2"
"9358","",NA,"group_5715"
"9359","",NA,"fnr"
"9360","",NA,"cat1_1"
"9361","",NA,"yraA_2"
"9362","",NA,"group_5719"
"9363","",NA,"mutM_2"
"9364","",NA,"group_5721"
"9365","",NA,"group_5722"
"9366","",NA,"fdx_3"
"9367","",NA,"coaD_2"
"9368","",NA,"group_5725"
"9369","",NA,"group_5726"
"9370","",NA,"group_5727"
"9371","",NA,"calB_3"
"9372","",NA,"group_5729"
"9373","",NA,"group_5730"
"9374","",NA,"group_5731"
"9375","",NA,"aes_1"
"9376","",NA,"group_5733"
"9377","",NA,"group_5734"
"9378","",NA,"group_5735"
"9379","",NA,"group_5736"
"9380","",NA,"group_5737"
"9381","",NA,"group_5738"
"9382","",NA,"group_5739"
"9383","",NA,"group_5740"
"9384","",NA,"group_5741"
"9385","",NA,"group_5742"
"9386","",NA,"group_5743"
"9387","",NA,"acrE_1"
"9388","",NA,"group_5745"
"9389","",NA,"group_5746"
"9390","",NA,"group_5747"
"9391","",NA,"group_5748"
"9392","",NA,"group_5749"
"9393","",NA,"imm_2"
"9394","",NA,"group_5751"
"9395","",NA,"group_5752"
"9396","",NA,"group_5753"
"9397","",NA,"group_5755"
"9398","",NA,"group_5756"
"9399","",NA,"group_577"
"9400","",NA,"group_7538"
"9401","",NA,"group_5780"
"9402","",NA,"group_5781"
"9403","",NA,"group_5782"
"9404","",NA,"group_5783"
"9405","",NA,"group_5784"
"9406","",NA,"group_5785"
"9407","",NA,"group_5786"
"9408","",NA,"group_5787"
"9409","",NA,"group_5788"
"9410","",NA,"group_5789"
"9411","",NA,"group_5790"
"9412","",NA,"group_5791"
"9413","",NA,"group_5792"
"9414","",NA,"group_5793"
"9415","",NA,"group_5794"
"9416","",NA,"group_5795"
"9417","",NA,"group_5796"
"9418","",NA,"group_5797"
"9419","",NA,"group_5798"
"9420","",NA,"group_5799"
"9421","",NA,"group_580"
"9422","",NA,"group_5802"
"9423","",NA,"group_5803"
"9424","",NA,"group_5804"
"9425","",NA,"group_5807"
"9426","",NA,"group_5809"
"9427","",NA,"group_581"
"9428","",NA,"group_5810"
"9429","",NA,"group_7571"
"9430","",NA,"group_7572"
"9431","",NA,"aacA4"
"9432","",NA,"group_7574"
"9433","",NA,"metN2"
"9434","",NA,"group_7576"
"9435","",NA,"group_7577"
"9436","",NA,"group_7578"
"9437","",NA,"group_7580"
"9438","",NA,"group_7581"
"9439","",NA,"group_7582"
"9440","",NA,"group_7583"
"9441","",NA,"group_7584"
"9442","",NA,"group_7585"
"9443","",NA,"mrr"
"9444","",NA,"group_7587"
"9445","",NA,"group_7588"
"9446","",NA,"group_7589"
"9447","",NA,"group_759"
"9448","",NA,"group_5832"
"9449","",NA,"group_7591"
"9450","",NA,"group_6353"
"9451","",NA,"group_7598"
"9452","",NA,"phzD2_3"
"9453","",NA,"sucD_1"
"9454","",NA,"group_6532"
"9455","",NA,"group_5839"
"9456","",NA,"group_7603"
"9457","",NA,"group_5841"
"9458","",NA,"group_5842"
"9459","",NA,"group_1186"
"9460","",NA,"group_5845"
"9461","",NA,"group_5846"
"9462","",NA,"group_585"
"9463","",NA,"group_5851"
"9464","",NA,"group_5854"
"9465","",NA,"group_5855"
"9466","",NA,"group_5856"
"9467","",NA,"group_5858"
"9468","",NA,"group_5859"
"9469","",NA,"group_5860"
"9470","",NA,"group_5861"
"9471","",NA,"group_5862"
"9472","",NA,"group_5863"
"9473","",NA,"group_7619"
"9474","",NA,"group_5865"
"9475","",NA,"group_7621"
"9476","",NA,"group_5867"
"9477","",NA,"group_7625"
"9478","",NA,"group_7639"
"9479","",NA,"group_764"
"9480","",NA,"group_7640"
"9481","",NA,"group_7641"
"9482","",NA,"group_5873"
"9483","",NA,"group_7643"
"9484","",NA,"group_7644"
"9485","",NA,"group_5876"
"9486","",NA,"group_5877"
"9487","",NA,"group_5878"
"9488","",NA,"group_5879"
"9489","",NA,"group_5880"
"9490","",NA,"group_5881"
"9491","",NA,"group_5882"
"9492","",NA,"group_5883"
"9493","",NA,"group_5884"
"9494","",NA,"group_5885"
"9495","",NA,"group_5886"
"9496","",NA,"hisF_1"
"9497","",NA,"group_5888"
"9498","",NA,"neo_2"
"9499","",NA,"hin_4"
"9500","",NA,"group_5891"
"9501","",NA,"group_5892"
"9502","",NA,"group_5893"
"9503","",NA,"group_5894"
"9504","",NA,"group_5895"
"9505","",NA,"group_5896"
"9506","",NA,"group_5897"
"9507","",NA,"group_7667"
"9508","",NA,"recF_4"
"9509","",NA,"group_5900"
"9510","",NA,"group_5901"
"9511","",NA,"group_5902"
"9512","",NA,"group_5903"
"9513","",NA,"group_5904"
"9514","",NA,"group_5905"
"9515","",NA,"group_5906"
"9516","",NA,"group_5907"
"9517","",NA,"group_5908"
"9518","",NA,"group_5909"
"9519","",NA,"group_5910"
"9520","",NA,"group_5911"
"9521","",NA,"group_5912"
"9522","",NA,"group_5913"
"9523","",NA,"spuE_5"
"9524","",NA,"group_5915"
"9525","",NA,"group_5916"
"9526","",NA,"group_5917"
"9527","",NA,"group_5918"
"9528","",NA,"group_5919"
"9529","",NA,"group_5920"
"9530","",NA,"group_5921"
"9531","",NA,"group_5922"
"9532","",NA,"group_5923"
"9533","",NA,"group_5924"
"9534","",NA,"group_5925"
"9535","",NA,"group_5926"
"9536","",NA,"rhtA_2"
"9537","",NA,"ldc_2"
"9538","",NA,"group_5929"
"9539","",NA,"group_5930"
"9540","",NA,"group_7700"
"9541","",NA,"group_7701"
"9542","",NA,"group_7703"
"9543","",NA,"group_7704"
"9544","",NA,"group_7705"
"9545","",NA,"group_5937"
"9546","",NA,"group_5938"
"9547","",NA,"garK_1"
"9548","",NA,"group_5940"
"9549","",NA,"group_5941"
"9550","",NA,"group_5942"
"9551","",NA,"group_5943"
"9552","",NA,"group_5944"
"9553","",NA,"group_5945"
"9554","",NA,"group_5946"
"9555","",NA,"group_5947"
"9556","",NA,"group_5948"
"9557","",NA,"group_5949"
"9558","",NA,"group_595"
"9559","",NA,"group_7721"
"9560","",NA,"group_5951"
"9561","",NA,"group_5959"
"9562","",NA,"group_5961"
"9563","",NA,"group_5963"
"9564","",NA,"group_597"
"9565","",NA,"group_5975"
"9566","",NA,"group_7729"
"9567","",NA,"cysH_1"
"9568","",NA,"group_5994"
"9569","",NA,"group_5995"
"9570","",NA,"group_5996"
"9571","",NA,"group_5997"
"9572","",NA,"group_5998"
"9573","",NA,"group_5999"
"9574","",NA,"group_6000"
"9575","",NA,"group_6001"
"9576","",NA,"group_6002"
"9577","",NA,"group_6003"
"9578","",NA,"group_6004"
"9579","",NA,"group_6005"
"9580","",NA,"group_6006"
"9581","",NA,"group_6007"
"9582","",NA,"group_6008"
"9583","",NA,"group_6009"
"9584","",NA,"group_6010"
"9585","",NA,"group_6011"
"9586","",NA,"group_6012"
"9587","",NA,"group_6013"
"9588","",NA,"group_6014"
"9589","",NA,"group_6015"
"9590","",NA,"group_6016"
"9591","",NA,"yjjV_2"
"9592","",NA,"group_6020"
"9593","",NA,"group_6021"
"9594","",NA,"group_6022"
"9595","",NA,"group_6023"
"9596","",NA,"group_6024"
"9597","",NA,"group_6027"
"9598","",NA,"group_6028"
"9599","",NA,"group_6029"
