locus,Gene
NA,group_7423
NA,group_8449
NA,group_5473
NA,group_5474
NA,group_7442
NA,group_8453
NA,group_8454
NA,group_8455
NA,group_8824
NA,group_7469
NA,group_8458
NA,group_8459
NA,group_7473
NA,group_8461
NA,group_8462
NA,group_7484
NA,group_7485
NA,group_7488
NA,group_8466
NA,group_7494
NA,group_7497
NA,group_8469
NA,group_8470
NA,group_8471
NA,group_8472
NA,group_8473
NA,group_8474
NA,group_7546
NA,group_8476
NA,group_7548
NA,group_8478
NA,group_8479
NA,group_8849
NA,group_8480
NA,group_8481
NA,group_8483
NA,group_1585
NA,group_7630
NA,group_8486
NA,group_8487
NA,fapR
NA,group_7634
NA,group_7635
NA,intQ
NA,group_7637
NA,group_7638
NA,group_7677
NA,group_8495
NA,group_8874
NA,group_8497
NA,group_1667
NA,group_8499
NA,group_8500
NA,group_8501
NA,group_8502
NA,group_7815
NA,group_7817
NA,group_8505
NA,group_8506
NA,group_8507
NA,group_8508
NA,group_8509
NA,group_8510
NA,group_8511
NA,group_8512
NA,group_7844
NA,group_8514
NA,group_8515
NA,group_8516
NA,group_8517
NA,group_8518
NA,group_8519
NA,group_8520
NA,cfiB_1
NA,group_8522
NA,group_8523
NA,group_8901
NA,gabP
NA,davT_2
NA,group_8526
NA,group_8905
NA,group_8528
NA,group_8294
NA,group_8295
NA,group_8532
NA,group_8533
NA,apc3
NA,group_8538
NA,group_8539
NA,group_8587
NA,group_8588
NA,group_8589
NA,group_8610
NA,group_8543
NA,addA_3
NA,group_8545
NA,noc_2
NA,group_8547
NA,group_8548
NA,group_8549
NA,group_8550
NA,group_8862
NA,pinR
NA,group_8552
NA,group_8944
NA,pucA_2
NA,group_8556
NA,group_8917
NA,group_8558
NA,group_1894
NA,group_8560
NA,group_1896
NA,group_8562
NA,group_8923
NA,group_8564
NA,group_8925
NA,group_8926
NA,group_8927
NA,group_8568
NA,group_8929
NA,group_8569
NA,group_8570
NA,group_8571
NA,group_8573
NA,group_8574
NA,group_8575
NA,group_1914
NA,group_8576
NA,group_9020
NA,group_8578
NA,group_8579
NA,group_8580
NA,group_9042
NA,group_8582
NA,group_9113
NA,group_8585
NA,group_8586
NA,group_859
NA,group_8590
NA,group_8591
NA,group_8592
NA,group_8593
NA,group_8594
NA,group_8595
NA,group_8596
NA,group_1006
NA,group_1010
NA,group_8599
NA,group_86
NA,group_860
NA,group_7427
NA,group_8601
NA,group_8602
NA,group_8603
NA,group_8604
NA,group_8605
NA,group_8606
NA,group_8607
NA,group_8608
NA,group_215
NA,group_8611
NA,bioB_2
NA,group_1047
NA,group_10485
NA,group_8615
NA,group_105
NA,group_8618
NA,group_10621
NA,group_8620
NA,ccoP1_2
NA,group_1075
NA,phaA_1
NA,group_10771
NA,group_8625
NA,group_1082
NA,dapE_2
NA,group_8628
NA,group_11061
NA,group_8630
NA,group_1109
NA,group_1110
NA,group_1112
NA,group_11143
NA,group_1119
NA,group_112
NA,glpF_2
NA,arnA_1
NA,group_1132
NA,group_1134
NA,group_8644
NA,group_8645
NA,group_11395
NA,group_11396
NA,group_11397
NA,group_11398
NA,group_11399
NA,group_1140
NA,group_11400
NA,group_11401
NA,group_11402
NA,group_11403
NA,group_3014
NA,group_11405
NA,group_11406
NA,group_11407
NA,lon_3
NA,group_11409
NA,group_8662
NA,group_8663
NA,group_11412
NA,group_11413
NA,group_11414
NA,group_11415
NA,group_11416
NA,group_11417
NA,group_11418
NA,group_11419
NA,group_11420
NA,group_11421
NA,group_11422
NA,group_11423
NA,group_11424
NA,group_11425
NA,group_8678
NA,group_8679
NA,group_8680
NA,group_8681
NA,group_11556
NA,group_11557
NA,group_11558
NA,group_8684
NA,group_11560
NA,group_11562
NA,group_11566
NA,group_11568
NA,group_11569
NA,group_11570
NA,group_11571
NA,group_11574
NA,group_11597
NA,group_116
NA,bioF_2
NA,group_8697
NA,group_8698
NA,group_8699
NA,group_11721
NA,group_8700
NA,group_8701
NA,group_11727
NA,group_8703
NA,group_8704
NA,group_11807
NA,group_11808
NA,group_11809
NA,group_1181
NA,group_11810
NA,group_11811
NA,group_11812
NA,group_11813
NA,group_8712
NA,group_9103
NA,group_8714
NA,group_8715
NA,group_8716
NA,group_8717
NA,group_9108
NA,group_9109
NA,group_8721
NA,group_8722
NA,group_8723
NA,group_8724
NA,group_8725
NA,group_8726
NA,group_8727
NA,group_8728
NA,group_8729
NA,group_3421
NA,group_9121
NA,group_11837
NA,group_8732
NA,group_3430
NA,group_7592
NA,group_8735
NA,group_8736
NA,group_3435
NA,group_8739
NA,group_3439
NA,group_11847
NA,group_11848
NA,group_8374
NA,group_8743
NA,group_8744
NA,group_8745
NA,group_12081
NA,traG_2
NA,group_1211
NA,group_12131
NA,group_12133
NA,group_12134
NA,group_8752
NA,group_12136
NA,group_12137
NA,group_1215
NA,group_8755
NA,group_1220
NA,group_8757
NA,group_8759
NA,group_9151
NA,group_8760
NA,group_9153
NA,group_5369
NA,recF_3
NA,group_8765
NA,group_9157
NA,group_9158
NA,dat_2
NA,group_1256
NA,bioC_1
NA,group_1262
NA,group_1264
NA,group_9164
NA,group_8774
NA,group_8775
NA,group_12690
NA,group_8777
NA,cmpD_2
NA,group_8778
NA,group_1288
NA,group_1290
NA,kstD_1
NA,group_8783
NA,group_130
NA,group_1300
NA,group_1301
NA,mhpA_1
NA,group_1304
NA,group_1306
NA,group_7666
NA,mnmC_2
NA,group_1312
NA,tgnC
NA,group_1324
NA,group_133
NA,group_134
NA,yejF_3
NA,group_1358
NA,group_136
NA,group_1361
NA,group_1367
NA,group_137
NA,group_8802
NA,merC
NA,group_1375
NA,group_138
NA,group_8806
NA,group_1387
NA,group_1392
NA,group_1401
NA,group_8810
NA,group_1405
NA,group_8813
NA,group_1409
NA,group_8814
NA,group_9979
NA,group_1423
NA,group_1436
NA,group_1442
NA,group_1444
NA,group_1446
NA,group_1447
NA,group_8822
NA,group_8823
NA,group_380
NA,group_8825
NA,group_8826
NA,group_1465
NA,group_1469
NA,group_8829
NA,group_148
NA,group_8832
NA,group_8833
NA,group_1503
NA,group_8835
NA,group_8836
NA,group_1515
NA,mlaF_1
NA,group_8840
NA,group_1524
NA,fixL
NA,group_8842
NA,group_1546
NA,group_1552
NA,zraS
NA,group_1569
NA,dnaB_3
NA,dgcC
NA,group_407
NA,group_1577
NA,group_8852
NA,group_1583
NA,group_213
NA,group_159
NA,parC_1
NA,group_1593
NA,group_1604
NA,group_8865
NA,group_8868
NA,group_8869
NA,group_1623
NA,group_8871
NA,group_1636
NA,group_1639
NA,group_4290
NA,metE_1
NA,group_4292
NA,group_1669
NA,group_1677
NA,group_1678
NA,group_1691
NA,group_1709
NA,copA_11
NA,group_8883
NA,group_8884
NA,cfa
NA,group_1732
NA,group_1734
NA,group_1735
NA,group_1736
NA,group_8890
NA,group_1758
NA,group_8891
NA,group_8892
NA,group_8893
NA,group_8894
NA,group_8895
NA,group_8896
NA,group_8897
NA,group_8898
NA,group_8899
NA,group_8900
NA,group_4317
NA,group_4318
NA,group_2972
NA,davD_2
NA,group_4321
NA,group_4322
NA,glaR_1
NA,group_8908
NA,group_8909
NA,apc4
NA,group_3066
NA,nphR_1
NA,group_8913
NA,group_8535
NA,group_8915
NA,copA_12
NA,actP_3
NA,group_4363
NA,group_8934
NA,group_8935
NA,group_4366
NA,group_8937
NA,group_8938
NA,group_894
NA,group_1871
NA,group_8941
NA,group_8942
NA,group_1878
NA,group_4373
NA,group_4374
NA,group_1884
NA,group_1887
NA,group_1891
NA,group_4378
NA,group_1895
NA,group_4380
NA,gabD1
NA,group_1898
NA,group_1899
NA,group_1900
NA,group_1901
NA,group_1902
NA,group_8957
NA,group_8958
NA,group_1905
NA,group_8959
NA,group_1910
NA,group_1911
NA,group_8963
NA,group_1913
NA,group_8209
NA,group_8966
NA,group_1916
NA,group_1917
NA,group_1918
NA,group_1919
NA,group_1920
NA,group_1921
NA,group_8977
NA,group_8978
NA,group_8979
NA,group_1931
NA,group_898
NA,group_8981
NA,group_1956
NA,group_1957
NA,group_1958
NA,group_1964
NA,mpl_1
NA,group_1974
NA,group_8987
NA,group_199
NA,group_8989
NA,group_201
NA,group_202
NA,group_203
NA,bioD1_1
NA,group_209
NA,group_210
NA,group_211
NA,group_212
NA,group_9122
NA,group_214
NA,group_4527
NA,group_90
NA,group_217
NA,group_219
NA,imm_3
NA,group_22
NA,group_226
NA,group_231
NA,yedK_1
NA,yedK_2
NA,group_9009
NA,group_9010
NA,group_2434
NA,group_2436
NA,group_2437
NA,hss_1
NA,group_244
NA,hss_3
NA,group_2445
NA,group_2447
NA,group_2460
NA,nemR_3
NA,hcnC_3
NA,group_9024
NA,group_255
NA,group_9025
NA,group_257
NA,slmA_2
NA,group_2617
NA,group_9032
NA,group_2621
NA,group_2622
NA,group_9035
NA,group_270
NA,topB_4
NA,group_9038
NA,group_9039
NA,group_285
NA,group_286
NA,group_296
NA,group_8771
NA,group_30
NA,group_8654
NA,group_3045
NA,group_305
NA,group_9049
NA,group_3060
NA,copC_3
NA,group_9173
NA,group_9053
NA,group_3070
NA,group_3072
NA,group_9056
NA,cusS_4
NA,group_3078
NA,group_308
NA,group_3094
NA,group_9061
NA,group_3106
NA,group_3108
NA,atoS_1
NA,group_3122
NA,group_3125
NA,group_3139
NA,group_9068
NA,cshA
NA,group_3146
NA,gsiB_1
NA,group_316
NA,group_317
NA,group_3173
NA,group_318
NA,group_3188
NA,group_3190
NA,group_9078
NA,group_320
NA,group_3202
NA,group_3203
NA,group_3206
NA,group_3214
NA,group_9083
NA,group_326
NA,group_9086
NA,group_8695
NA,group_9087
NA,group_9088
NA,group_833
NA,group_9090
NA,group_3278
NA,group_8332
NA,group_9093
NA,group_8334
NA,group_3296
NA,group_9096
NA,group_9097
NA,group_9098
NA,group_9099
NA,group_8340
NA,group_8341
NA,group_9101
NA,group_9102
NA,group_8344
NA,aplIR
NA,group_9105
NA,group_9106
NA,group_9107
NA,group_4013
NA,group_4015
NA,group_9110
NA,group_9111
NA,group_9112
NA,group_9114
NA,group_9115
NA,group_3403
NA,group_3404
NA,group_9118
NA,group_9119
NA,group_409
NA,group_9120
NA,group_8851
NA,group_9123
NA,group_8853
NA,group_9125
NA,group_9126
NA,group_9127
NA,group_8124
NA,group_3437
NA,group_8371
NA,group_9131
NA,group_9132
NA,group_8740
NA,group_4276
NA,group_8742
NA,group_9136
NA,group_9137
NA,group_9138
NA,group_9139
NA,fatD
NA,group_9141
NA,group_9142
NA,group_3467
NA,group_9144
NA,group_9145
NA,group_9146
NA,group_9147
NA,group_9148
NA,group_5364
NA,group_9150
NA,group_5366
NA,group_9152
NA,group_5368
NA,group_8394
NA,group_4639
NA,group_9156
NA,group_5372
NA,ssuB_4
NA,metXA_2
NA,group_840
NA,group_9161
NA,group_3575
NA,group_9163
NA,group_8651
NA,group_9165
NA,group_9166
NA,group_7651
NA,group_9168
NA,csrA_3
NA,group_9171
NA,group_5392
NA,group_8531
NA,group_5405
NA,group_9235
NA,group_3661
NA,group_3662
NA,group_3663
NA,group_3664
NA,group_3666
NA,group_3667
NA,group_3669
NA,group_367
NA,group_3670
NA,group_3671
NA,group_3672
NA,group_3674
NA,group_3675
NA,group_3678
NA,group_3683
NA,group_3684
NA,group_3686
NA,group_3687
NA,group_3688
NA,group_971
NA,group_369
NA,group_3690
NA,group_37
NA,group_372
NA,group_374
NA,group_3748
NA,group_3749
NA,group_3750
NA,group_9870
NA,group_99
NA,group_994
NA,QRSL1_1
NA,group_547
NA,group_3756
NA,lexA_2
NA,group_376
NA,group_3783
NA,group_3784
NA,group_3785
NA,group_3786
NA,group_379
NA,group_4489
NA,group_381
NA,group_382
NA,group_3821
NA,group_39
NA,group_394
NA,tycC_2
NA,group_4003
NA,group_4004
NA,group_4006
NA,group_4008
NA,group_4010
NA,group_4011
NA,group_4012
NA,group_451
NA,group_4511
NA,group_4513
NA,group_8841
NA,group_4022
NA,group_4024
NA,group_4053
NA,group_4056
NA,curA_2
NA,group_4061
NA,group_8848
NA,group_4522
NA,group_413
NA,group_4524
NA,group_4525
NA,group_4526
NA,group_8120
NA,group_8485
NA,group_4247
NA,group_453
NA,group_8125
NA,group_8489
NA,group_4263
NA,group_4265
NA,group_427
NA,group_8251
NA,noc_1
NA,group_4291
NA,group_8254
NA,group_4293
NA,group_4294
NA,group_8877
NA,group_8878
NA,group_4297
NA,group_4298
NA,group_4299
NA,group_43
NA,group_4578
NA,pld1
NA,group_4302
NA,group_4303
NA,ped_2
NA,group_4305
NA,group_8889
NA,crnA
NA,group_4308
NA,group_8513
NA,group_4310
NA,ssuC_4
NA,group_4642
NA,group_4643
NA,group_4314
NA,group_4315
NA,acrR
NA,group_8160
NA,group_8770
NA,group_8652
NA,group_4320
NA,group_9044
NA,group_8655
NA,group_4345
NA,group_4346
NA,group_4347
NA,group_8659
NA,group_9050
NA,group_8661
NA,group_4358
NA,group_8297
NA,group_4360
NA,group_4361
NA,group_4362
NA,group_8541
NA,group_4364
NA,group_4365
NA,group_7365
NA,group_4367
NA,group_8306
NA,group_8673
NA,group_437
NA,group_4370
NA,group_4371
NA,group_4372
NA,group_8188
NA,group_8943
NA,group_4375
NA,group_4376
NA,group_4377
NA,group_8557
NA,group_4379
NA,group_8559
NA,group_4381
NA,group_4382
NA,group_4383
NA,group_4384
NA,group_4385
NA,group_4386
NA,group_4391
NA,group_4392
NA,group_4393
NA,group_4431
NA,group_8696
NA,group_8447
NA,group_4434
NA,group_4478
NA,group_8331
NA,group_8964
NA,group_4480
NA,group_8702
NA,group_4490
NA,group_4491
NA,group_4492
NA,group_4493
NA,cysQ_1
NA,group_4495
NA,group_8584
NA,group_8220
NA,group_4500
NA,group_4505
NA,group_4506
NA,group_4507
NA,group_4508
NA,group_8348
NA,group_8468
NA,group_8839
NA,group_4514
NA,group_4515
NA,group_4516
NA,group_4517
NA,group_4518
NA,group_4519
NA,group_4520
NA,group_4521
NA,group_8359
NA,group_4523
NA,group_8850
NA,group_8996
NA,group_8363
NA,group_7434
NA,group_4528
NA,group_4529
NA,group_8856
NA,group_4530
NA,group_4531
NA,group_4532
NA,group_4533
NA,group_8250
NA,group_8492
NA,group_8619
NA,group_7450
NA,group_8377
NA,group_4552
NA,group_4555
NA,group_4556
NA,group_4557
NA,group_456
NA,group_4575
NA,group_4576
NA,group_4577
NA,group_5360
NA,group_4579
NA,group_4580
NA,group_4581
NA,group_4589
NA,group_4624
NA,group_4629
NA,group_8270
NA,group_4638
NA,group_8641
NA,group_4640
NA,group_4641
NA,group_9033
NA,group_9034
NA,group_4644
NA,group_8648
NA,group_4646
NA,group_4647
NA,group_8650
NA,group_9040
NA,group_8653
NA,group_5387
NA,group_9085
NA,group_8656
NA,hsdR
NA,group_8658
NA,group_9170
NA,group_540
NA,group_8780
NA,group_9052
NA,group_5407
NA,group_8664
NA,group_8299
NA,group_8300
NA,group_8301
NA,group_8302
NA,ompP1_1
NA,group_8304
NA,group_8305
NA,group_5416
NA,group_5417
NA,group_8674
NA,group_4848
NA,soj_8
NA,group_8310
NA,group_8311
NA,group_5422
NA,group_8313
NA,group_8314
NA,group_8315
NA,group_8683
NA,group_9074
NA,group_8685
NA,group_8686
NA,group_8687
NA,fitB
NA,group_8689
NA,group_8690
NA,group_8691
NA,group_8692
NA,group_8325
NA,group_8694
NA,group_8366
NA,tnpR
NA,group_8857
NA,group_8448
NA,group_5081
NA,group_8819
NA,group_9091
NA,group_5476
NA,group_8452
NA,group_8335
NA,group_8336
NA,group_8337
NA,group_8338
NA,group_8339
NA,group_8708
NA,group_8709
NA,group_8342
NA,group_8343
NA,group_8463
NA,group_8464
NA,group_8346
NA,group_8834
NA,group_8467
NA,group_8983
NA,group_8984
NA,group_8985
NA,group_8352
NA,group_8597
NA,group_8843
NA,group_8844
NA,group_8356
NA,group_9116
NA,group_9117
NA,group_8993
NA,group_8994
NA,group_8995
NA,group_7646
NA,group_7432
NA,group_8998
NA,group_9124
NA,group_9043
NA,group_8243
NA,group_5389
NA,group_8370
NA,sucD_2
NA,group_9130
NA,group_5347
NA,group_8617
NA,group_8493
NA,group_8872
NA,group_8873
NA,group_8378
NA,group_8379
NA,group_5354
NA,group_8747
NA,fatC
NA,yclP
NA,fatB
NA,fhuE
NA,group_8504
NA,nimT
NA,group_5362
NA,group_5363
NA,group_8756
NA,group_5365
NA,group_8758
NA,group_5367
NA,group_7474
NA,group_9029
NA,xerC_7
NA,group_5371
NA,cynS_1
NA,group_8273
NA,group_8646
NA,group_8767
NA,group_5376
NA,group_5461
NA,group_5462
NA,group_8769
NA,group_8772
NA,group_5469
NA,group_9084
NA,group_8734
NA,group_5390
NA,group_5391
NA,group_8530
NA,group_8962
NA,group_7656
NA,ogg
NA,group_8781
NA,queC_1
NA,RBKS_1
NA,group_8785
NA,group_5411
NA,group_5412
NA,group_5413
NA,group_5414
NA,group_5415
NA,group_8544
NA,group_8672
NA,group_5418
NA,group_7671
NA,group_8795
NA,group_8427
NA,group_5421
NA,group_8797
NA,group_7676
NA,group_88
NA,group_5438
NA,group_544
NA,group_8947
NA,group_5451
NA,group_5452
NA,group_5453
NA,group_5458
NA,group_5460
NA,group_9037
NA,group_8521
NA,group_5463
NA,group_5468
NA,group_8484
NA,group_8855
NA,group_8443
NA,group_9000
NA,group_8816
NA,group_8818
NA,group_8490
NA,group_5475
NA,group_8820
NA,group_8965
NA,group_8577
NA,group_8967
NA,group_8968
NA,group_8457
NA,ftsH3
NA,group_8828
NA,group_8460
NA,group_8830
NA,group_8831
NA,group_8711
NA,group_8629
NA,group_8465
NA,group_7462
NA,group_8982
NA,group_8886
NA,group_8838
NA,group_8888
NA,group_8986
NA,group_9028
NA,pupB
NA,group_8988
NA,group_8475
NA,group_8846
NA,group_8477
NA,group_8847
NA,group_8647
NA,group_8951
NA,group_8563
NA,group_8953
NA,group_8731
NA,group_9041
NA,group_8567
NA,group_9
NA,group_9045
NA,group_8488
NA,group_8613
NA,group_9048
NA,group_8491
NA,group_8127
NA,group_9006
NA,group_9007
NA,group_9008
NA,group_8621
NA,group_8875
NA,group_8876
NA,group_7455
NA,group_9013
NA,group_8879
NA,group_8880
NA,group_8503
NA,group_7668
NA,group_9018
NA,group_9064
NA,group_8635
NA,curA_1
NA,group_8887
NA,group_9067
NA,group_7472
NA,group_9070
NA,norW
NA,group_9030
NA,group_8643
NA,cmpD_3
NA,aldA
NA,copA_10
NA,group_9077
NA,group_8275
NA,group_9036
NA,group_8649
NA,group_8279
NA,group_8566
NA,group_8999
NA,group_8693
NA,group_8956
NA,group_9046
NA,group_8529
NA,group_8961
NA,group_998
NA,group_87
NA,group_9051
NA,group_8821
NA,group_8782
NA,group_8536
NA,group_8537
NA,group_8540
NA,group_8667
NA,group_8542
NA,lnt_2
NA,group_8180
NA,group_8671
NA,group_8096
NA,group_9063
NA,group_8980
NA,group_8675
NA,group_8754
NA,group_8551
NA,group_8637
NA,group_7675
NA,group_8391
NA,group_7380
NA,group_8946
NA,group_9073
NA,pucB_2
NA,group_8991
NA,group_8600
NA,group_8992
NA,group_8805
NA,group_976
NA,group_9079
NA,group_8565
NA,group_8997
NA,group_8280
NA,group_8240
NA,group_8854
NA,group_8241
NA,group_8612
NA,group_9128
NA,xerC_6
NA,group_9004
NA,group_8330
NA,group_8870
NA,group_8249
NA,group_8636
NA,group_9095
NA,group_8969
NA,group_8581
NA,group_8970
NA,group_8583
NA,group_8094
NA,group_8710
NA,group_9016
NA,group_8751
NA,group_8386
NA,group_7616
NA,group_958
NA,group_975
NA,group_8677
NA,group_8638
NA,group_961
NA,group_966
NA,group_9071
NA,group_8269
NA,group_8990
NA,group_97
NA,group_9075
NA,group_9076
NA,group_8804
NA,group_973
NA,group_9005
NA,group_9080
NA,group_9081
NA,group_9082
NA,group_9831
NA,group_8811
NA,yqhD
NA,group_7652
NA,group_9047
NA,bicA_1
NA,group_9129
NA,group_8248
NA,group_8779
NA,group_8262
NA,tadA_2
NA,group_9054
NA,group_8622
NA,group_8623
NA,group_761
NA,group_8380
NA,group_8626
NA,group_7458
NA,group_8790
NA,group_945
NA,group_7669
NA,group_7670
NA,group_8247
NA,group_956
NA,group_8389
NA,group_960
NA,group_8390
NA,group_8267
NA,group_962
NA,group_8682
NA,group_9031
NA,group_8230
NA,group_8845
NA,group_8110
NA,group_969
NA,hcaD
NA,group_9062
NA,group_8768
NA,group_8808
NA,group_8809
NA,group_979
NA,hchA_1
NA,group_98
NA,group_8441
NA,group_8670
NA,group_8817
NA,group_9001
NA,group_8208
NA,group_9003
NA,group_9002
NA,group_9019
NA,group_959
NA,group_8665
NA,group_8666
NA,group_8786
NA,lspA_3
NA,group_7665
NA,group_8801
NA,group_8749
NA,group_8750
NA,yjmB
NA,group_842
NA,group_9015
NA,group_9017
NA,group_8807
NA,group_839
NA,group_8309
NA,vnfA
NA,group_8753
NA,group_968
NA,group_9012
NA,group_8640
NA,group_8639
NA,group_8068
